IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.34,,,8.16,,12.46,10.34 [8.16 – 12.46],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,SUR,Suriname,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.35,,,8.48,,12.11,10.35 [8.48 – 12.11],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.35,,,8.72,,12.23,10.35 [8.72 – 12.23],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BRB,Barbados,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.36,,,8.65,,12.09,10.36 [8.65 – 12.09],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.43,,,8.75,,12.31,10.43 [8.75 – 12.31],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.45,,,9.08,,11.93,10.45 [9.08 – 11.93],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,PRY,Paraguay,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.54,,,8.52,,12.34,10.54 [8.52 – 12.34],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BLR,Belarus,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.56,,,9.22,,11.98,10.56 [9.22 – 11.98],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,AUS,Australia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.61,,,9.22,,12.11,10.61 [9.22 – 12.11],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ALB,Albania,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.64,,,8.64,,13.18,10.64 [8.64 – 13.18],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,PER,Peru,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.71,,,8.94,,12.67,10.71 [8.94 – 12.67],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,CHN,China,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.73,,,8.68,,12.73,10.73 [8.68 – 12.73],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.75,,,8.56,,13.11,10.75 [8.56 – 13.11],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,NOR,Norway,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.76,,,9.25,,12.5,10.76 [9.25 – 12.5],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,CYP,Cyprus,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.8,,,9.1,,12.56,10.8 [9.1 – 12.56],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,GRC,Greece,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.81,,,8.9,,12.77,10.81 [8.9 – 12.77],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,FIN,Finland,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.81,,,9.23,,12.47,10.81 [9.23 – 12.47],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,URY,Uruguay,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.82,,,9.13,,12.87,10.82 [9.13 – 12.87],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.84,,,8.77,,12.85,10.84 [8.77 – 12.85],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.94,,,8.84,,13.28,10.94 [8.84 – 13.28],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,SVK,Slovakia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.01,,,9.33,,12.84,11.01 [9.33 – 12.84],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,RUS,Russian Federation,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.09,,,9.29,,12.98,11.09 [9.29 – 12.98],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BLZ,Belize,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.11,,,8.87,,13.54,11.11 [8.87 – 13.54],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.28,,,9.36,,13.38,11.28 [9.36 – 13.38],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.32,,,9.89,,12.8,11.32 [9.89 – 12.8],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.34,,,9.7,,13.14,11.34 [9.7 – 13.14],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,MNE,Montenegro,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.34,,,9.75,,13.05,11.34 [9.75 – 13.05],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BEL,Belgium,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.35,,,9.84,,12.91,11.35 [9.84 – 12.91],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,CHE,Switzerland,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.36,,,9.67,,13.05,11.36 [9.67 – 13.05],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.38,,,8.68,,12.21,11.38 [8.68 – 12.21],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.39,,,9.4,,13.22,11.39 [9.4 – 13.22],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BWA,Botswana,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.39,,,9.82,,13.48,11.39 [9.82 – 13.48],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,HUN,Hungary,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.46,,,9.76,,13.34,11.46 [9.76 – 13.34],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,POL,Poland,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.66,,,9.87,,13.64,11.66 [9.87 – 13.64],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ROU,Romania,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.67,,,9.86,,13.45,11.67 [9.86 – 13.45],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.73,,,9.1,,14.8,11.73 [9.1 – 14.8],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,LVA,Latvia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.8,,,9.88,,13.82,11.8 [9.88 – 13.82],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,AUT,Austria,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.87,,,10.09,,13.58,11.87 [10.09 – 13.58],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.94,,,9.07,,14.76,11.94 [9.07 – 14.76],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BDI,Burundi,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.99,,,9.49,,14.56,11.99 [9.49 – 14.56],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,PRT,Portugal,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12,,,10.11,,13.78,12 [10.11 – 13.78],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.02,,,9.84,,14.14,12.02 [9.84 – 14.14],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ITA,Italy,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.12,,,10.21,,14.35,12.12 [10.21 – 14.35],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BRA,Brazil,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.13,,,10.14,,14.51,12.13 [10.14 – 14.51],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BGR,Bulgaria,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.2,,,10.51,,13.98,12.2 [10.51 – 13.98],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.23,,,9.94,,14.82,12.23 [9.94 – 14.82],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,MLT,Malta,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.32,,,10.12,,14.45,12.32 [10.12 – 14.45],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.32,,,10.41,,14.4,12.32 [10.41 – 14.4],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,PAN,Panama,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.37,,,10,,14.83,12.37 [10 – 14.83],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,AND,Andorra,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.41,,,10.47,,14.22,12.41 [10.47 – 14.22],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,DMA,Dominica,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.42,,,9.81,,14.92,12.42 [9.81 – 14.92],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,SVN,Slovenia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.48,,,10.54,,14.27,12.48 [10.54 – 14.27],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,FRA,France,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.56,,,10.66,,14.59,12.56 [10.66 – 14.59],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ESP,Spain,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.61,,,10.87,,14.56,12.61 [10.87 – 14.56],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,AGO,Angola,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.64,,,10.62,,14.85,12.64 [10.62 – 14.85],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,LUX,Luxembourg,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.69,,,10.94,,14.5,12.69 [10.94 – 14.5],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,IRL,Ireland,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.76,,,10.95,,14.45,12.76 [10.95 – 14.45],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,UGA,Uganda,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.83,,,10.47,,15.3,12.83 [10.47 – 15.3],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SYC,Seychelles,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.9,,,10.49,,15.09,12.9 [10.49 – 15.09],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,EST,Estonia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.99,,,10.76,,15.17,12.99 [10.76 – 15.17],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,DEU,Germany,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.02,,,11.25,,14.97,13.02 [11.25 – 14.97],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.18,,,10.56,,16.54,13.18 [10.56 – 16.54],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.31,,,11.05,,15.54,13.31 [11.05 – 15.54],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,RWA,Rwanda,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.38,,,10.8,,16.42,13.38 [10.8 – 16.42],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COG,Congo,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.54,,,10.66,,16.52,13.54 [10.66 – 16.52],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GAB,Gabon,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.63,,,10.95,,15.81,13.63 [10.95 – 15.81],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GRD,Grenada,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.8,,,11.4,,16.24,13.8 [11.4 – 16.24],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ISL,Iceland,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.87,,,11.6,,16.23,13.87 [11.6 – 16.23],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,CAN,Canada,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.87,,,12.04,,16.06,13.87 [12.04 – 16.06],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,SWE,Sweden,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.92,,,11.69,,16.39,13.92 [11.69 – 16.39],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,CHL,Chile,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.99,,,12.04,,16.27,13.99 [12.04 – 16.27],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,SRB,Serbia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14,,,12.08,,16.23,14 [12.08 – 16.23],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,HRV,Croatia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14.16,,,11.92,,18.11,14.16 [11.92 – 18.11],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,CZE,Czechia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,14.27,,,11.99,,16.32,14.27 [11.99 – 16.32],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,LTU,Lithuania,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,14.34,,,12.2,,16.23,14.34 [12.2 – 16.23],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14.57,,,12.08,,17.51,14.57 [12.08 – 17.51],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SWZ,Eswatini,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14.75,,,12.61,,17.9,14.75 [12.61 – 17.9],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,UKR,Ukraine,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14.76,,,12.45,,18.13,14.76 [12.45 – 18.13],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,NLD,Netherlands,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14.79,,,12.79,,17,14.79 [12.79 – 17],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,GEO,Georgia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14.94,,,12.88,,17.56,14.94 [12.88 – 17.56],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,ARG,Argentina,Year,2016,false,Sex,Male,MLE,,,,,,,,,,15.2,,,13.25,,17.75,15.2 [13.25 – 17.75],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,USA,United States of America,Year,2016,false,Sex,Male,MLE,,,,,,,,,,15.33,,,13.36,,17.79,15.33 [13.36 – 17.79],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,15.47,,,12.74,,18.45,15.47 [12.74 – 18.45],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,JPN,Japan,Year,2016,false,Sex,Male,MLE,,,,,,,,,,15.57,,,13.05,,18.23,15.57 [13.05 – 18.23],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ZAF,South Africa,Year,2016,false,Sex,Male,MLE,,,,,,,,,,15.77,,,13.24,,18.53,15.77 [13.24 – 18.53],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,DNK,Denmark,Year,2016,false,Sex,Male,MLE,,,,,,,,,,15.83,,,13.47,,18.21,15.83 [13.47 – 18.21],,,EN,2021-09-19T22:00:00.000Z
